Company,ISIN,Market,Compartment,Country,Ticker,industry,sector,overallRisk,beta,dividendYield,fiveYearAvgDividendYield,trailingPE,forwardPE,regularMarketVolume,marketCap,currency,enterpriseValue,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingMargins
ARCTICZYMES TECHNOLOGIES,NO0010014632,Oslo Bors,Compartment B,Norway,AZT.OL,Biotechnology,Healthcare,,0.354,,,121.052635,33.093525,48573.0,1174642048.0,NOK,864191552.0,0.08359,6.627,3.4706504,0.19,0.695,264720992.0,5.183,5342000.0,118206000.0,2.273,0.00497,0.02982,113523000.0,0.16906999
ARCURE,FR0013398997,Euronext Growth Paris,Euronext Growth,France,ALCUR.PA,Specialty Industrial Machinery,Industrials,,1.107,,,,5.379629,522.0,17141174.0,EUR,22243316.0,-0.034140002,1.261,2.3037271,-0.12,0.54,2967000.0,0.507,8222000.0,17284000.0,2.96,-0.02905,-0.07732,11066000.0,-0.14461
ARENDALS FOSSEKOMPANI,NO0003572802,Oslo Bors,Compartment B,Norway,AFK.OL,Conglomerates,Industrials,3,1.11,2.31,1.94,,55.3125,12175.0,9728045056.0,NOK,9966201856.0,-0.01512,88.9,1.9910011,-1.57,3.2,1543000064.0,28.075,1707000064.0,3704000000.0,67.394,0.01265,-0.01642,2235000064.0,0.04724
ARISTON HOLDING,NL0015000N33,Euronext Milan,Compartment B,Netherlands,ARIS.MI,Building Products & Equipment,Industrials,,0.785,1.53,,20.423077,13.424345,130186.0,1953024128.0,EUR,2498038784.0,0.0347,4.117,1.2897741,0.26,0.39555,216700000.0,0.626,900200000.0,2682800128.0,7.28,0.02849,0.06553,1068400000.0,0.03642
ARRIBATEC GROUP ASA,NO0013682948,Oslo Bors,Compartment C,Norway,ARR.OL,Information Technology Services,Technology,,1.142,,,,-45.0,83585.0,584280512.0,NOK,528159168.0,-0.0013,4.404,1.941417,-6.3,-0.19,60548000.0,0.92,26180000.0,634691968.0,18.776,0.01619,-0.111090004,473915008.0,0.07545
ARTEA,FR0012185536,Euronext Paris,Compartment C,France,ARTE.PA,Real Estate Services,Real Estate,,0.65,,,,,38.0,39657676.0,EUR,158239712.0,-0.0367,16.641,0.4987681,-3.16,,4195000.0,0.881,123066000.0,74359000.0,21.15,0.00013,-0.19047001,15503000.0,-0.20261
ARTERRA BIOSCIENCE,IT0005386369,Euronext Growth Milan,Euronext Growth,Italy,ARBS.MI,Biotechnology,Healthcare,,0.88,4.17,,10.551724,,3000.0,19931900.0,EUR,17388174.0,0.32032,1.716,1.7832168,0.29,,3343244.0,0.502,356429.0,4173090.0,0.627,0.06613,0.12056,2414132.0,0.64855003
ARTMARKET.COM(EX ARTPRICE.COM),FR0000074783,Euronext Paris,Compartment C,France,PRC.PA,Internet Content & Information,Communication Services,,-0.124,,,50.166668,,16727.0,20021060.0,EUR,18742636.0,0.07598,4.831,0.62305945,0.06,,2620000.0,0.394,1009000.0,8357000.0,1.256,0.00783,0.01994,5131000.0,0.06398
ARTOIS NOM.,FR0000076952,Euronext Paris,Compartment A,France,ARTO.PA,Computer Hardware,Technology,,0.359,0.8,0.86,136.9863,,3.0,2262700032.0,EUR,1615374976.0,0.11038,8181.21,1.0389662,62.05,,701953024.0,2636.938,55185000.0,149544000.0,561.773,-0.00316,0.0063899998,47404000.0,-0.12224
ARVERNE GROUP,FR001400JWR8,Euronext Paris,Compartment B,France,ARVEN.PA,Utilities - Renewable,Utilities,,0.203,,,,-6.9975615,1146.0,212484208.0,EUR,127658632.0,-0.61691004,4.212,1.1989554,-0.25,-0.72168,97533000.0,2.806,37130000.0,18810000.0,0.472,,,23773000.0,-1.5037199
ASCOPIAVE,IT0004093263,Euronext Milan,Compartment B,Italy,ASC.MI,Utilities - Regulated Gas,Utilities,8,0.761,3.9,5.34,9.625,21.432945,130642.0,833285696.0,EUR,1442756736.0,0.35467997,4.149,0.9279344,0.4,0.17963,25044000.0,0.116,634510016.0,242535008.0,1.121,0.03583,0.09822,216404992.0,0.20792
ASHLER ET MANSON,FR0012968485,Euronext Access Paris,Euronext Access,France,MLAEM.PA,Insurance Brokers,Financial Services,,,0.81,,56.8,,5.0,9021260.0,EUR,,0.0,0.413,6.8765135,0.05,,,,,,,,,,0.0
ASSYSTEM,FR0000074148,Euronext Paris,Compartment B,France,ASY.PA,Engineering & Construction,Industrials,9,0.774,2.25,5.99,84.51923,16.390446,3827.0,652215232.0,EUR,744986944.0,0.012259999,19.914,2.2069902,0.52,2.68144,26000000.0,1.833,146100000.0,636400000.0,44.0,0.00454,0.023139998,172700000.0,-0.00214
ATARI S.A.,FR0010478248,Euronext Growth Paris,Euronext Growth,France,ALATA.PA,Electronic Gaming & Multimedia,Communication Services,,0.247,,,,,143134.0,65590308.0,EUR,118990296.0,-0.27062,0.009,13.111112,-0.02,,4600000.0,0.008,59500000.0,38800000.0,0.087,0.03823,-5.78378,28700000.0,-0.13757
ATEA,NO0004822503,Oslo Bors,Compartment A,Norway,ATEA.OL,Information Technology Services,Technology,9,0.782,4.96,4.53,18.447607,12.675556,71873.0,15905640448.0,NOK,16483898368.0,0.02349,40.752,3.499215,7.73,11.25,1594000000.0,14.305,2188000000.0,37376000000.0,335.188,0.04078,0.19589001,11057999872.0,0.04346
ATEME,FR0011992700,Euronext Paris,Compartment C,France,ATEME.PA,Communication Equipment,Technology,7,-0.018,,,,13.04,7933.0,75422400.0,EUR,105600784.0,-0.00434,2.674,2.4382946,-0.47,0.5,2291000.0,0.199,32661000.0,94684000.0,8.252,0.01158,-0.013409999,57260000.0,-0.02544
ATENOR,BE0003837540,Euronext Brussels,Compartment B,Belgium,ATEB.BR,Real Estate - Development,Real Estate,,0.882,,7.49,,11.063829,7015.0,157862512.0,EUR,759741504.0,-0.2589,5.235,0.49665707,-1.32,0.235,63266000.0,1.042,661500032.0,239807008.0,4.912,-0.012180001,-0.18238,-393000.0,-0.02646
ATON,FR0004153930,Euronext Growth Paris,Euronext Growth,France,ALTAO.PA,Biotechnology,Healthcare,,0.104,,,Infinity,,827446.0,4968709.0,EUR,9347709.0,-0.17608999,0.001,6.0,0.0,,76000.0,0.0,4147000.0,656927.0,0.001,-0.10451999,,409031.0,-1.70035
ATON GREEN STORAGE,IT0005449464,Euronext Growth Milan,Euronext Growth,Italy,ATON.MI,Electrical Equipment & Parts,Industrials,,0.814,,,,-32.97872,15500.0,11625000.0,EUR,41755456.0,-0.86704004,2.057,0.75352454,-1.04,-0.047,991001.0,0.132,31121456.0,8958723.0,1.194,-0.0685,-0.40095,-1395653.0,-1.1196901
ATOS,FR001400X2S4,Euronext Paris,Compartment B,France,ATO.PA,Information Technology Services,Technology,3,1.701,,1.6,,-6.0729923,287635.0,806134272.0,EUR,2256145920.0,0.17294,-4.696,-8.858603,-1166.96,-6.85,1364000000.0,70.387,2812999936.0,8632999936.0,860.762,-0.01271,,195000000.0,0.02786
AUBAY,FR0000063737,Euronext Paris,Compartment B,France,AUB.PA,Information Technology Services,Technology,6,0.998,2.52,2.37,17.399267,13.329255,8959.0,605077056.0,EUR,521944288.0,0.06476,21.548,2.204381,2.73,3.56359,108072000.0,8.451,20009000.0,537219968.0,42.303,0.06122,0.12866999,59246000.0,0.0696
AUDACIA,FR00140059B5,Euronext Growth Paris,Euronext Growth,France,ALAUD.PA,Asset Management,Financial Services,,0.303,,,24.625,,3505.0,27750800.0,EUR,18335958.0,0.07461,2.782,1.4162472,0.16,,3113326.0,0.623,747954.0,13814187.0,2.71,0.03059,0.11139,6040735.0,0.10824
AUGROS COSMETICS,FR0000061780,Euronext Paris,Compartment C,France,AUGR.PA,,,,-0.435,,,,,2.0,7050838.0,EUR,9847380.0,-0.28502,-0.685,-7.2408757,-1.78,,737323.0,0.519,3533875.0,12357340.0,8.657,-0.16638,-4.4756,3415844.0,-0.33835
AUREA,FR0000039232,Euronext Paris,Compartment C,France,AURE.PA,Waste Management,Industrials,,0.547,2.53,2.01,,20.413794,263.0,55323308.0,EUR,71168656.0,-0.0076599997,7.81,0.7580026,-0.22,0.29,27411000.0,2.931,43221000.0,221092992.0,23.603,0.00273,-0.029260002,13014000.0,-0.0063
AURSKOG SPAREBANK,NO0006001601,Oslo Bors,Compartment C,Norway,AURG.OL,Banks - Regional,Financial Services,,0.064,6.59,4.84,13.375517,12.806628,89.0,1197022848.0,NOK,5995985408.0,0.496,483.067,0.5360541,19.36,20.22,651340032.0,140.903,5454232064.0,499636000.0,108.085,0.01258,0.10366,499636000.0,0.64412004
AUSTEVOLL SEAFOOD,NO0010073489,Oslo Bors,Compartment A,Norway,AUSS.OL,Farm Products,Consumer Defensive,9,0.767,6.79,5.06,14.469697,9.564356,147742.0,19274199040.0,NOK,41625563136.0,0.03434,78.004,1.2242962,6.6,9.98499,4689999872.0,23.238,15150000128.0,38995001344.0,191.809,0.02495,0.08135,16304000000.0,0.10113
AUTOSTRADE MERID,IT0000084043,Euronext Milan,Compartment C,Italy,AUTME.MI,Engineering & Construction,Industrials,,0.438,,3.28,12.977273,,1200.0,12490625.0,EUR,4232375.0,0.32794,4.166,0.68530965,0.22,,9380000.0,2.144,1253000.0,2906000.0,0.664,0.02296,0.05369,1282000.0,-0.22149
AVANTIUM,NL0015002IE0,Euronext Amsterdam,Compartment B,Netherlands,AVTX.AS,Specialty Chemicals,Basic Materials,,1.185,,,,-3.5614264,124593.0,169825888.0,EUR,199761088.0,-1.27318,9.605,0.70171785,-1.93,-1.8925,12042000.0,1.368,153328992.0,18764000.0,2.243,-0.088149995,-0.30841,-32836000.0,-3.06728
AVENIR TELECOM,FR001400CFI7,Euronext Paris,Compartment C,France,AVT.PA,Communication Equipment,Technology,,0.382,,,,,331727.0,7905199.0,EUR,116900.0,-0.91053003,0.013,8.230769,-0.11,,9595000.0,0.13,1622000.0,10730000.0,0.145,-0.19243,-1.4125,-1285000.0,-0.45957002
AVIO,IT0005119810,Euronext Milan,Compartment B,Italy,AVIO.MI,Aerospace & Defense,Industrials,,0.961,0.34,,144.8,87.33203,754492.0,1658097408.0,EUR,856440640.0,0.01454,12.648,2.8621128,0.25,0.41451,58379332.0,2.366,11228991.0,549030912.0,21.469,0.00433,0.02863,152878848.0,-0.00017999999
AWILCO LNG,NO0010607971,Oslo Bors,Compartment C,Norway,ALNG.OL,Oil & Gas Midstream,Energy,,-0.152,71.0,,,-14.587994,62320.0,391018400.0,NOK,552870400.0,-0.12384,9.373543,0.3147156,-0.38,-0.2022211,19467000.0,0.147,181319008.0,42232000.0,0.311,0.00723,-0.03928,36023000.0,0.21131
AXACTOR ASA,NO0010840515,Oslo Bors,Compartment C,Norway,NO0010840515.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
AYFIE INTERNATIONAL AS,NO0012861683,Euronext Growth Oslo,Euronext Growth,Norway,AIX.OL,Software - Application,Technology,,,,,,,126.0,117305800.0,NOK,,0.0,,,-1.14,,,,,,,,,,0.0
AZERION,NL00150006Z9,Euronext Amsterdam,Compartment B,Netherlands,AZRN.AS,Electronic Gaming & Multimedia,Communication Services,,-0.518,,,,13.0,33996.0,127081856.0,EUR,317581856.0,-0.053790003,0.412,2.5242717,-0.42,0.08,88700000.0,0.726,271000000.0,578200000.0,4.541,0.0053,-0.78312,178600000.0,-0.040900003
AZOREAN AQUATIC TECHNOLOGIES SA,PTAZR0AM0006,Euronext Access Paris,Euronext Access,Portugal,MLAAT.PA,Specialty Industrial Machinery,Industrials,,-0.175324,,,,,699.0,,EUR,,0.0,,,,,,,,,,-0.0089300005,-0.078889996,,0.0
B&C SPEAKERS,IT0001268561,Euronext Milan,Compartment B,Italy,BEC.MI,Consumer Electronics,Technology,,0.299,7.33,3.58,13.300971,10.0,14481.0,150365776.0,EUR,158694592.0,0.11404,4.911,2.789656,1.03,1.37,13837422.0,1.265,22650918.0,99336400.0,9.058,0.12236,0.21108,36370940.0,0.19381
B.F.,IT0005187460,Euronext Milan,Compartment B,Italy,BFG.MI,Farm Products,Consumer Defensive,,0.163,1.65,0.91,,48.279568,47967.0,1175319808.0,EUR,1703399424.0,-0.0016,3.143,1.4285715,-0.01,0.093,215344992.0,0.822,491072000.0,1596982016.0,6.098,0.01609,0.00062,229326000.0,0.02901
B2 Impact ASA,NO0010633951,Oslo Bors,Compartment B,Norway,B2I.OL,Credit Services,Financial Services,,0.686,8.23,,14.077381,10.150215,517858.0,8744047616.0,NOK,18998046720.0,0.21645,15.441,1.5316365,1.68,2.33,231000000.0,0.625,10485000192.0,2868999936.0,7.762,0.03595,0.10965,2310000128.0,0.30252
BAIKOWSKI,FR0013384369,Euronext Growth Paris,Euronext Growth,France,ALBKK.PA,Chemicals,Basic Materials,,0.496,1.47,,13.076923,,71.0,74865144.0,EUR,81482360.0,0.12907,13.07,1.5608263,1.56,,9364000.0,2.553,16014000.0,48376000.0,13.19,0.04691,0.13645001,34126000.0,0.15039
BALTIC SEA PROPERTIES,NO0010810476,Euronext Growth Oslo,Euronext Growth,Norway,BALT.OL,Real Estate Services,Real Estate,,0.082,4.31,,8.31579,,2772.0,411920800.0,NOK,1089806720.0,0.50904,71.034,0.66728616,5.7,,86704000.0,9.975,764516992.0,104953000.0,11.848,0.03246,0.08882,104953000.0,0.71691
BALYO,FR0013258399,Euronext Paris,Compartment C,France,BALYO.PA,Specialty Industrial Machinery,Industrials,,1.693,,,,-3.1368423,54752.0,99587792.0,EUR,100584216.0,-0.48069,0.04,14.900001,-0.21,-0.19,7746300.0,0.046,8749000.0,28609800.0,0.219,-0.17235,,9944200.0,-0.56758
BANCA IFIS,IT0003188064,Euronext Milan,Compartment B,Italy,IF.MI,Banks - Regional,Financial Services,4,0.688,9.58,4.58,4.5959034,7.310838,372993.0,1507446272.0,EUR,8192780288.0,0.48172,34.705,0.7111367,5.37,3.37581,875643008.0,14.336,7516963840.0,680883008.0,11.147,0.01854,0.16916001,680883008.0,0.33857
BANCA SISTEMA,IT0003173629,Euronext Milan,Compartment C,Italy,BST.MI,Banks - Regional,Financial Services,,1.061,,,3.120755,4.3491983,104920.0,133016432.0,EUR,,0.26374,3.734,0.44295663,0.53,0.3803,90000000.0,,278000000.0,160543008.0,,0.00992,0.13206,160543008.0,0.54080003
BANIMMO A,BE0003870871,Euronext Brussels,Compartment C,Belgium,BANI.BR,Real Estate - Development,Real Estate,,0.095,,4.48,,7.3,1900.0,32849778.0,EUR,128141776.0,-0.19334,5.896,0.49525103,-0.12,0.4,3464000.0,0.308,96863000.0,7148000.0,0.634,0.0124,-0.022869999,8317000.0,0.21785
BANQUP GROUP,BE0974371032,Euronext Brussels,Compartment C,Belgium,BANQ.BR,Software - Application,Technology,,1.574,,,,-18.952381,25416.0,147823792.0,EUR,173131984.0,0.87227,3.375,1.1792593,-1.29,-0.21,17060000.0,0.459,42158000.0,79560000.0,2.161,-0.07527,-0.53742003,34578000.0,-0.54867
BARBARA BUI,FR0000062788,Euronext Paris,Compartment C,France,BUI.PA,Apparel Manufacturing,Consumer Cyclical,,-0.647,,,,,300.0,2507544.0,EUR,5949540.0,-0.0383,1.058,3.5916824,-0.74,,2045000.0,3.099,5487000.0,13158000.0,19.94,0.022249999,-0.75336,9836000.0,-0.02868
BARCO,BE0974362940,Euronext Brussels,Compartment A,Belgium,BAR.BR,Electronic Components,Technology,4,0.679,4.97,2.78,13.270588,10.713981,130983.0,945489920.0,EUR,740599488.0,0.07424,8.7,1.2965517,0.85,1.05283,259782000.0,3.162,73573000.0,963841984.0,11.395,0.03867,0.09478,386046016.0,0.091029994
BASIC-FIT,NL0011872650,Euronext Amsterdam,Compartment A,Netherlands,BFIT.AS,Leisure,Consumer Cyclical,6,1.04,,,,22.6315,101399.0,2094839936.0,EUR,4938425344.0,-0.0031400002,5.996,5.293529,-0.06,1.40247,36700000.0,0.561,2900100096.0,1307699968.0,19.88,0.02076,-0.010249999,1045699968.0,0.08327
BASICNET,IT0001033700,Euronext Milan,Compartment B,Italy,BAN.MI,Apparel Retail,Consumer Cyclical,,-0.025,2.29,2.55,100.0,25.0,4322.0,334236000.0,EUR,443657984.0,0.01708,6.47,1.0819166,0.07,0.28,65442000.0,1.417,148862000.0,340764000.0,7.43,0.0076599997,0.013839999,154004000.0,-0.14385
BASSAC,FR0004023208,Euronext Paris,Compartment B,France,BASS.PA,Real Estate - Development,Real Estate,,0.647,2.0,4.02,8.923078,10.440001,26422.0,837830656.0,EUR,1108342144.0,0.06044,49.695,1.0504075,5.85,5.0,482633984.0,29.021,714124992.0,1505517056.0,90.386,0.040170003,0.114989996,306593984.0,0.07679
BASTIDE LE CONFORT,FR0000035370,Euronext Paris,Compartment B,France,BLC.PA,Medical Distribution,Healthcare,7,0.827,,0.9,64.86842,9.572815,5696.0,180177568.0,EUR,545201856.0,0.00107,9.867,2.4982264,0.38,2.575,25490000.0,3.487,393156992.0,491180000.0,65.766,0.04318,0.053239997,332996992.0,0.08783
BASTOGI SPA,IT0004412497,Euronext Milan,Compartment C,Italy,B.MI,Specialty Business Services,Industrials,,0.304,0.6,,12.611111,,276512.0,126322904.0,EUR,239147904.0,0.21563,0.909,1.2486249,0.09,,11518000.0,0.103,124343000.0,67263000.0,0.604,0.04062,0.14378999,42793000.0,0.07355
BCA POP SONDRIO,IT0000784196,Euronext Milan,Compartment A,Italy,BPSO.MI,Banks - Regional,Financial Services,2,0.717,4.72,2.25,12.055555,13.33446,373095.0,7808884224.0,EUR,14987442176.0,0.39148998,10.155,1.7095028,1.44,1.30189,3551330048.0,7.895,10729874432.0,1655200000.0,3.68,0.01127,0.14854999,1655200000.0,0.41081002
BCA PROFILO,IT0001073045,Euronext Milan,Compartment C,Italy,PRO.MI,Banks - Regional,Financial Services,,0.278,7.66,1.9,8.4,,397051.0,110988528.0,EUR,,0.16302,0.249,0.67469877,0.02,,349616992.0,,1224734976.0,61361000.0,,,0.06147,61361000.0,0.13701001
BCO DESIO BRIANZA,IT0001041000,Euronext Milan,Compartment B,Italy,BDB.MI,Banks - Regional,Financial Services,3,0.532,5.81,3.91,9.237113,,108496.0,1178014336.0,EUR,4246346240.0,0.20861,11.265,0.79538393,0.97,,477788992.0,3.634,3546117120.0,551510976.0,4.195,0.00627,0.07873,540883008.0,0.38692
BEEWIZE,IT0001487047,Euronext Milan,Compartment C,Italy,BWZ.MI,Information Technology Services,Technology,,0.557,,,,,3000.0,4182186.0,EUR,10635186.0,-0.75004995,-0.393,-0.95165396,-0.32,,76000.0,0.007,6787000.0,4761000.0,0.426,-0.09547,,-413000.0,-0.14938
BEKAERT,BE0974258874,Euronext Brussels,Compartment A,Belgium,BEKB.BR,Metal Fabrication,Industrials,4,1.255,4.37,3.99,13.089552,9.345455,31216.0,2159303424.0,EUR,2605394176.0,0.04517,41.426,1.058514,3.35,4.69212,463535008.0,9.157,811070976.0,3850650880.0,74.211,0.049060002,0.08146,628766976.0,0.09086
BELLINI NAUTICA,IT0005497042,Euronext Growth Milan,Euronext Growth,Italy,BELL.MI,Recreational Vehicles,Consumer Cyclical,,0.2,,,,,53500.0,17543624.0,EUR,,-0.00923,,,-0.05,,203160.0,,7656864.0,21705492.0,,-0.00139,-0.03882,3383014.0,0.025139999
BELYSSE GROUP NV,BE0974314461,Euronext Brussels,Compartment C,Belgium,BELYS.BR,Textile Manufacturing,Consumer Cyclical,,0.408,,,Infinity,4.2499995,1691.0,27496698.0,EUR,148356704.0,-0.0002,2.277,0.33596838,0.0,0.18,36446000.0,1.014,157306000.0,270288992.0,7.52,0.03714,-0.00063,165791008.0,0.055960003
BENETEAU,FR0000035164,Euronext Paris,Compartment B,France,BEN.PA,Recreational Vehicles,Consumer Cyclical,5,0.73,18.74,1.77,,23.619652,89054.0,622353728.0,EUR,549874560.0,0.0211,9.346,0.83030176,-0.27,0.32854,365777984.0,4.549,302407008.0,881539008.0,10.949,0.00185,-0.02763,492083008.0,-0.04918
Benfica SAD,PTSLB0AM0010,Euronext Lisbon,Compartment C,Portugal,SLBEN.LS,Entertainment,Communication Services,,0.44,,,4.52,,952.0,155940000.0,EUR,352863008.0,0.14936,5.057,1.3407159,1.5,,6376000.0,0.277,203299008.0,230618000.0,10.027,-0.06425,0.34759,143815008.0,-0.06287
BERGEN CARBON SOLUTIONS AS,NO0010950249,Euronext Growth Oslo,Euronext Growth,Norway,NO0010950249.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
BERNARD LOISEAU,FR0000066961,Euronext Growth Paris,Euronext Growth,France,ALDBL.PA,Restaurants,Consumer Cyclical,,0.04,,,3.300971,,661.0,6134494.0,EUR,10975724.0,0.23462,2.569,1.3234723,1.03,,1538000.0,0.852,6704000.0,8060000.0,4.429,0.0023999999,0.51122004,679000.0,0.08961
BEVER HOLDING Gewone aandelen,NL0000285278,Euronext Amsterdam,Compartment C,Netherlands,BEVER.AS,Real Estate - Development,Real Estate,,0.062,,,,,6.0,42643872.0,EUR,15541872.0,0.0,4.459,0.5606638,-0.3,,27139000.0,1.591,37000.0,2000.0,0.0,-0.01652,-0.06546,-98000.0,-781.5
BEWI,NO0010890965,Oslo Bors,Compartment B,Norway,BEWI.OL,Packaging & Containers,Consumer Cyclical,,0.935,,,,123.692314,30738.0,3803278336.0,NOK,4258178304.0,0.01959,21.390465,0.7517368,-2.38,0.13,64500000.0,0.273,508100000.0,796300032.0,3.838,0.0047299997,-0.100889996,464700000.0,0.0040599997
BFF BANK,IT0005244402,Euronext Milan,Compartment A,Italy,BFF.MI,Credit Services,Financial Services,7,0.562,,,9.340541,4.042011,7736384.0,652819072.0,EUR,,0.24344,5.205,0.66397697,0.37,0.85502,125935000.0,,620923008.0,288259008.0,,0.00574,0.078600004,265626000.0,10.79448
BIEN SPAREBANK ASA,NO0012706763,Oslo Bors,Compartment C,Norway,BIEN.OL,Banks - Regional,Financial Services,,,3.59,,13.493531,12.586206,250.0,829308928.0,NOK,2327835904.0,0.38717997,109.154,1.3375598,10.82,11.6,73550000.0,10.416,1370416000.0,168388000.0,27.946,0.01125,0.08766,168388000.0,0.42328
BIESSE,IT0003097257,Euronext Milan,Compartment B,Italy,BSS.MI,Specialty Industrial Machinery,Industrials,6,1.393,0.66,2.43,,57.326042,22451.0,165486992.0,EUR,279956192.0,-0.011410001,8.899,0.68322283,-0.28,0.10606,60034000.0,2.206,174231008.0,676324992.0,24.841,-0.00459,-0.0305,391179008.0,0.024489999
BIGBEN INTERACTIVE,FR0000074072,Euronext Paris,Compartment C,France,BIG.PA,Consumer Electronics,Technology,10,0.573,,,,1.4047619,511325.0,10916656.0,EUR,334311584.0,-0.0071799997,11.714,0.05036708,-0.17,0.42,23817000.0,1.287,225508992.0,287558016.0,15.474,-0.00156,-0.01041,147708000.0,-0.00228
BILENDI,FR0004174233,Euronext Growth Paris,Euronext Growth,France,ALBLD.PA,Advertising Agencies,Communication Services,,0.637,,,12.358492,7.1846566,10643.0,60491924.0,EUR,113636800.0,0.06564,9.174,1.4279486,1.06,1.82333,8960890.0,1.938,61718208.0,77307920.0,16.808,0.05552,0.12933,23400576.0,0.11383
BIOPHYTIS,FR001400OLP5,Euronext Growth Paris,Euronext Growth,France,ALBPS.PA,Biotechnology,Healthcare,,0.294,,,,-0.025354192,715249.0,2298203.0,EUR,7806751.0,0.0,-0.333,-0.16396396,-0.34,-2.15349,1208000.0,0.052,7718000.0,,,-0.66563004,,,0.0
BIOSENIC,BE0974280126,Euronext Brussels,Compartment C,Belgium,BIOS.BR,Biotechnology,Healthcare,,-2.292,,,,-0.048,176161.0,1566869.0,EUR,24593870.0,0.0,-0.036,-0.06666667,-0.02,-0.05,501000.0,0.001,23528000.0,-2387000.0,-0.006,-0.462,,-2387000.0,-707.0
BIOSYNEX,FR0011005933,Euronext Growth Paris,Euronext Growth,France,FR0011005933.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
BIOTALYS NV,BE0974386188,Euronext Brussels,Compartment C,Belgium,BE0974386188.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
BIO-UV GROUP,FR0013345493,Euronext Growth Paris,Euronext Growth,France,FR0013345493.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
BLACK SEA PROPERTY,NO0013685750,Euronext Growth Oslo,Euronext Growth,Norway,BSP.OL,Lodging,Consumer Cyclical,,0.53,,,,,3845.0,19212444.0,NOK,,-1.5899,43.694,0.09520758,-2.49,,,,123108000.0,10161000.0,2.818,-0.00592,-0.09079,10161000.0,-0.83474
BLUE SHARK POWER,FR0013340973,Euronext Access Paris,Euronext Access,France,MLBSP.PA,Utilities - Renewable,Utilities,,0.101803,,,Infinity,,5.0,16390000.0,EUR,20790000.0,0.0,0.159,18.74214,0.0,,,,,-112448.0,-0.02,-0.11731,-0.11253,-216882.0,2.06795
BLUELINEA,FR0011041011,Euronext Growth Paris,Euronext Growth,France,ALBLU.PA,Medical Devices,Healthcare,,0.339,,,,,2.0,8980298.0,EUR,,-0.064559996,0.115,4.2608695,-0.06,,,,,11682559.0,0.885,,,7493737.0,-0.11557999
BLUENORD ASA,NO0010379266,Oslo Bors,Compartment A,Norway,BNOR.OL,Oil & Gas E&P,Energy,,-0.198,4.37,,,7.827552,96925.0,11875964928.0,NOK,12221750272.0,-0.02953,184.68259,2.5151262,-12.43,59.34167,197000000.0,7.794,1159000064.0,870200000.0,32.877,0.03557,-0.03238,501300000.0,0.22236
BOA CONCEPT,FR0011365907,Euronext Growth Paris,Euronext Growth,France,ALBOA.PA,Specialty Industrial Machinery,Industrials,,0.12,,,33.749996,,1437.0,11766047.0,EUR,13297211.0,0.00931,14.817,0.820004,0.36,,7383741.0,7.625,8752937.0,24475860.0,25.275,-0.03808,0.01778,12413014.0,-0.19689
BODY ONE,FR0010106039,Euronext Access Paris,Euronext Access,France,MLONE.PA,Apparel Manufacturing,Consumer Cyclical,,-0.027501,,,,,223.0,1752064.0,EUR,1321600.0,0.051659998,0.695,0.6676259,-0.05,,,,,11431739.0,3.027,0.11062,0.33598998,3153166.0,0.10662
BOIRON,FR0000061129,Euronext Paris,Compartment B,France,BOI.PA,Drug Manufacturers - Specialty & Generic,Healthcare,9,0.3,4.39,3.24,25.135134,13.573207,777.0,484407488.0,EUR,430529216.0,0.03836,21.259,1.3123853,1.11,2.05552,62447000.0,3.597,18099000.0,504859008.0,29.078,0.06196,0.052199997,372124000.0,0.08936
BONDUELLE,FR0000063935,Euronext Paris,Compartment B,France,BON.PA,Packaged Foods,Consumer Defensive,9,0.416,2.44,2.73,17.728815,6.6190805,28502.0,335380704.0,EUR,909027072.0,-0.00521,18.987,0.55090326,0.59,1.58028,10843000.0,0.338,584211968.0,2203760896.0,68.688,0.026800001,0.031570002,637948032.0,0.03342
