Company,ISIN,Market,Compartment,Country,Ticker,industry,sector,overallRisk,beta,dividendYield,fiveYearAvgDividendYield,trailingPE,forwardPE,regularMarketVolume,marketCap,currency,enterpriseValue,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingMargins
AQUA BIO TECHNOLOGY,NO0010307135,Oslo Bors,Compartment C,Norway,ABT1.OL,,,,,,,,,,,,,,,,,,,,,,,,,,
AQUAFIL,IT0005241192,Euronext Milan,Compartment C,Italy,ECNL.MI,Textile Manufacturing,Consumer Cyclical,,1.265,,,,20.942856,171290.0,126453928.0,EUR,340588896.0,-0.03002,1.836,0.79847497,-0.24,0.07,130608000.0,1.514,344743008.0,543401024.0,10.084,0.00508,-0.11504,288161984.0,-0.00189
AQUILA,FR0010340711,Euronext Growth Paris,Euronext Growth,France,ALAQU.PA,Security & Protection Services,Industrials,,0.709,9.11,7.55,9.846154,,128.0,6553190.0,EUR,4931066.0,0.01915,1.999,1.9209604,0.39,,1443418.0,0.875,38484.0,31153660.0,18.881,0.045479998,0.1682,1000715.0,0.00863
ARAMIS GROUP,FR0014003U94,Euronext Paris,Compartment B,France,ARAMI.PA,Auto & Truck Dealerships,Consumer Cyclical,,0.874,,,17.566666,35.13333,29792.0,436001344.0,EUR,593571904.0,0.01052,2.369,2.2245674,0.3,0.15,31116000.0,0.378,190604992.0,2352566016.0,28.37,0.03271,0.13579,230786000.0,0.0124
ARCHOS,FR001400KO61,Euronext Growth Paris,Euronext Growth,France,ALJXR.PA,Consumer Electronics,Technology,,1.98,,,22.750002,22.750002,153624.0,13207058.0,EUR,16765062.0,0.02467,-0.015,-15.166667,0.01,,10208000.0,0.176,8038000.0,31371000.0,0.54,0.02599,0.51393,8666000.0,0.04363
ARCTIC BIOSCIENCE AS,NO0010859580,Euronext Growth Oslo,Euronext Growth,Norway,ABS.OL,Biotechnology,Healthcare,,1.316,,,,,61557.0,88367096.0,NOK,101898200.0,-1.07947,8.306,0.3960992,-1.89,,3277103.0,0.129,21709476.0,44404132.0,1.751,-0.103,-0.20427999,12808265.0,-0.86787003
ARCTIC FISH HOLDING AS,NO0010917719,Euronext Growth Oslo,Euronext Growth,Norway,AFISH.OL,Farm Products,Consumer Defensive,,-0.181,,,36.875004,6.1351824,705.0,1128435200.0,NOK,,-0.23149,2.302,15.377933,0.96,5.77,,,131142000.0,78820000.0,2.488,-0.02152,-0.22116,26951000.0,-0.62836
ARCTICZYMES TECHNOLOGIES,NO0010014632,Oslo Bors,Compartment B,Norway,AZT.OL,Biotechnology,Healthcare,,0.501,,,530.0,71.62162,169721.0,1353392128.0,NOK,1052244032.0,0.021289999,6.349,4.173886,0.05,0.37,242700000.0,4.752,7945000.0,102973000.0,2.03,-0.0149300005,0.0068900003,97434000.0,-0.24132
ARCURE,FR0013398997,Euronext Growth Paris,Euronext Growth,France,ALCUR.PA,Specialty Industrial Machinery,Industrials,,1.283,,,16.625,6.6499996,1893.0,23338028.0,EUR,28626258.0,0.08297,1.415,2.819788,0.24,0.6,3297000.0,0.566,8667000.0,21055000.0,3.634,0.030079998,0.23181,13260000.0,0.015140001
ARDOIN ST AMAND A,FR0005057635,Euronext Access Paris,Euronext Access,France,MLARD.PA,Auto & Truck Dealerships,Consumer Cyclical,,,,,1700.0,,91.0,5812300.0,EUR,,0.0,,,0.1,,,,,,,,,,0.0
ARENDALS FOSSEKOMPANI,NO0003572802,Oslo Bors,Compartment B,Norway,AFK.OL,Conglomerates,Industrials,4.0,0.964,2.91,1.91,,42.96875,1506.0,7553755136.0,NOK,7873757696.0,0.51994,92.489,1.4866633,-1.49,3.2,1714000000.0,31.2,1792000000.0,4261187072.0,77.566,0.023139998,-0.01809,2361321984.0,0.07453
ARISTON HOLDING,NL0015000N33,Euronext Milan,Compartment B,Netherlands,ARIS.MI,Building Products & Equipment,Industrials,,0.784,1.71,,18.015385,13.382857,71451.0,1724578560.0,EUR,2303882752.0,0.0347,4.117,1.1377217,0.26,0.35,216700000.0,0.626,900200000.0,2682800128.0,7.28,0.02849,0.06553,1068400000.0,0.03642
ARRIBATEC GROUP ASA,NO0012861667,Oslo Bors,Compartment C,Norway,ARR.OL,Information Technology Services,Technology,,,,,,-3.4421053,2077524.0,315155392.0,NOK,413510016.0,-0.04062,0.4,1.635,-0.85,-0.19,46977000.0,0.071,26885000.0,587115008.0,2.221,-0.00854,-0.2056,440481984.0,0.097399995
ARTEA,FR0012185536,Euronext Paris,Compartment C,France,ARTEP.PA,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTERRA BIOSCIENCE,IT0005386369,Euronext Growth Milan,Euronext Growth,Italy,ARBS.MI,Biotechnology,Healthcare,,0.756,5.0,,12.380952,,3000.0,16935594.0,EUR,14325267.0,0.32032,1.716,1.5151515,0.21,,3343244.0,0.502,356429.0,4173090.0,0.627,0.06613,0.12056,2414132.0,0.64855003
ARTMARKET.COM(EX ARTPRICE.COM),FR0000074783,Euronext Paris,Compartment C,France,AJP.PA,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTOIS NOM.,FR0000076952,Euronext Paris,Compartment A,France,ARTO.PA,Computer Hardware,Technology,,0.578,0.74,0.87,119.047615,,1.0,2435729920.0,EUR,1783688960.0,0.12646,8792.938,1.0406078,76.86,,710748992.0,2669.981,54735000.0,160828000.0,604.162,-0.0023700001,0.00803,51114000.0,-0.03269
ARVERNE GROUP,FR001400JWR8,Euronext Paris,Compartment B,France,ARVEN.PA,Utilities - Renewable,Utilities,,-0.089003,,,,-7.9492455,604.0,,EUR,198595760.0,-0.15293999,4.483,1.1710908,,,,,,10762000.0,496.929,-0.08637,,10949000.0,-0.24771999
ASCOPIAVE,IT0004093263,Euronext Milan,Compartment B,Italy,ASC.MI,Utilities - Regulated Gas,Utilities,8.0,0.851,4.8,5.51,8.223684,20.833332,85262.0,676368768.0,EUR,1269267328.0,0.38861,4.095,0.7631258,0.38,0.15,59220000.0,0.274,652110976.0,213806000.0,0.988,0.03306,0.09613,187184000.0,0.69871
ASHLER ET MANSON,FR0012968485,Euronext Access Paris,Euronext Access,France,MLAEM.PA,Insurance Brokers,Financial Services,,,0.81,,59.0,,2.0,10164803.0,EUR,,0.0,0.413,5.714286,0.04,,,,,,,,,,0.0
ASSYSTEM,FR0000074148,Euronext Paris,Compartment B,France,BZ1.PA,,,,,,,,,,,,,,,,,,,,,,,,,,
ATARI S.A.,FR0010478248,Euronext Growth Paris,Euronext Growth,France,ALATA.PA,Electronic Gaming & Multimedia,Communication Services,,0.118,,,,,172889.0,76426624.0,EUR,113032192.0,-0.375,-0.004,-34.125,-0.03,,3500000.0,0.008,54000000.0,33600000.0,0.076,0.01118,-3.2307699,24700000.0,0.1407
ATEA,NO0004822503,Oslo Bors,Compartment A,Norway,ATEA.OL,Information Technology Services,Technology,9.0,0.679,4.92,4.42,21.096296,14.725956,204626.0,15878310912.0,NOK,18015297536.0,0.02105,35.9,3.9665735,6.75,9.67,1066000000.0,9.56,3203000064.0,36288999424.0,323.899,0.040689997,0.18666,10657999872.0,0.02943
ATEME,FR0011992700,Euronext Paris,Compartment C,France,ATEME.PA,Communication Equipment,Technology,7.0,-0.022,,,,21.0,1492.0,72877776.0,EUR,99771496.0,-0.0575,2.924,2.1545827,-0.47,0.3,9460000.0,0.823,36848000.0,93499000.0,8.15,-0.02169,-0.15008001,54205000.0,0.05546
ATENOR,BE0003837540,Euronext Brussels,Compartment B,Belgium,ATEB.BR,Real Estate - Development,Real Estate,,0.865,,7.49,,19.9375,13810.0,193685312.0,EUR,804663808.0,-0.122609995,6.675,0.47790262,-0.9,0.16,59485000.0,1.37,724132992.0,321295008.0,7.399,-0.0038,-0.12312999,10449000.0,-0.14637999
ATON,FR0004153930,Euronext Growth Paris,Euronext Growth,France,ALTAO.PA,Biotechnology,Healthcare,,0.525,,,,,45000.0,6851191.0,EUR,11677571.0,-1.79316,0.001,8.4,-0.0,,84000.0,0.0,4653000.0,614000.0,0.001,-0.10625,,377000.0,-0.94435
ATON GREEN STORAGE,IT0005449464,Euronext Growth Milan,Euronext Growth,Italy,ATON.MI,Electrical Equipment & Parts,Industrials,,0.838,,,,116.111115,2500.0,15674999.0,EUR,36450000.0,-0.41909,2.561,0.8160874,-0.8,,16060677.0,2.141,36835680.0,14246199.0,1.899,-0.04453,-0.26893,286456.0,-0.65559995
ATOS,FR001400X2S4,Euronext Paris,Compartment B,France,ATO.PA,Information Technology Services,Technology,3.0,1.591,,1.6,,-41.419353,320955.0,746448256.0,EUR,2196460032.0,0.17294,-4.696,-8.202725,-1166.96,-0.93,1364000000.0,70.387,2812999936.0,8632999936.0,860.762,-0.01271,,195000000.0,0.02786
AUBAY,FR0000063737,Euronext Paris,Compartment B,France,BAQ.PA,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDACIA,FR00140059B5,Euronext Growth Paris,Euronext Growth,France,ALAUD.PA,Asset Management,Financial Services,,0.334,,,31.333334,,571.0,18606172.0,EUR,14866630.0,0.05217,2.834,1.3267466,0.12,,4466124.0,0.939,871538.0,13045609.0,2.622,0.0054699997,0.06645,5294870.0,0.07696
AUGROS COSMETICS,FR0000061780,Euronext Paris,Compartment C,France,AUGR.PA,,,,-0.063,,,,,30.0,8529240.0,EUR,11940127.0,-0.17676,0.43,13.953488,-1.78,,842706.0,0.593,4253605.0,15847161.0,11.148,-0.06649,-1.39276,4523731.0,-0.22614999
AUPLATA MINING GROUP (AMG),FR0013410370,Euronext Growth Paris,Euronext Growth,France,ALAMG.PA,Gold,Basic Materials,,-0.59,,,,,10732829.0,8426265.0,EUR,226977584.0,-0.2606,-0.012,-0.125,-0.03,,15631000.0,0.005,137106000.0,86621000.0,0.034,0.03801,-0.19361,47147000.0,0.25219
AUREA,FR0000039232,Euronext Paris,Compartment C,France,AURE.PA,Waste Management,Industrials,,0.718,,2.01,55.81818,21.172415,454.0,57415876.0,EUR,79892296.0,0.00433,7.89,0.77820027,0.11,0.29,30839000.0,3.293,53235000.0,244883008.0,26.151,0.0134000005,0.01454,16854000.0,0.01348
AURORA EIENDOM AS,NO0011032310,Euronext Growth Oslo,Euronext Growth,Norway,AURA.OL,Real Estate Services,Real Estate,,-0.044,,,17.611336,10.469314,1.0,2693728768.0,NOK,7198731264.0,0.25957,131.773,0.66022635,4.94,8.31,120000000.0,3.876,4624999936.0,601000000.0,19.426,0.03351,0.03882,528000000.0,0.81579
AURSKOG SPAREBANK,NO0006001601,Oslo Bors,Compartment C,Norway,AURG.OL,Banks - Regional,Financial Services,,,6.36,4.79,12.85403,12.882096,115.0,1090933632.0,NOK,5779466752.0,0.50286996,457.246,0.51613355,18.36,18.32,797566016.0,172.536,5486098944.0,487441984.0,100.544,0.0126,0.10539,487441984.0,0.70431
AUSTEVOLL SEAFOOD,NO0010073489,Oslo Bors,Compartment A,Norway,AUSS.OL,Farm Products,Consumer Defensive,10.0,1.039,6.67,4.68,8.333333,8.597883,39498.0,19677839360.0,NOK,41462845440.0,0.064050004,83.166,1.1723541,11.7,11.34,5200000000.0,25.765,14659999744.0,36785000448.0,202.45,0.02775,0.13836999,15971000320.0,-0.05249
AUTOSTRADE MERID,IT0000084043,Euronext Milan,Compartment C,Italy,AUTME.MI,Engineering & Construction,Industrials,,0.695,11.79,3.28,12.340909,,509.0,11878125.0,EUR,5346125.0,0.16383,4.173,0.65061104,0.22,,7854000.0,1.795,1322000.0,2057000.0,0.47,-0.0031,0.00997,65000.0,0.65647006
AVANTIUM,NL0015002IE0,Euronext Amsterdam,Compartment B,Netherlands,AVTX.AS,Specialty Chemicals,Basic Materials,,1.219,,,,-26.244896,37958.0,112265480.0,EUR,230387056.0,-1.27724,11.129,1.1555396,-3.6,-0.49,23898000.0,2.775,141587008.0,21036000.0,2.786,-0.09302,-0.4303,-29658000.0,-1.63018
AVENIR TELECOM,FR001400CFI7,Euronext Paris,Compartment C,France,AW5.PA,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENTADOR,FR001400IV58,Euronext Growth Paris,Euronext Growth,France,ALAVE.PA,Asset Management,Financial Services,,-4.362,,,,,269500.0,983823.0,EUR,6153828.0,0.0,-0.005,-0.16,-1.25,,363000.0,0.001,6385000.0,6038000.0,0.015,-0.46885,-19.21335,-234000.0,-2.11793
AVIO,IT0005119810,Euronext Milan,Compartment B,Italy,AVIO.MI,Aerospace & Defense,Industrials,,0.581,0.44,,148.26086,56.83333,195454.0,888922176.0,EUR,781586752.0,0.012669999,11.985,2.8452232,0.23,0.6,101684488.0,4.024,11593775.0,480420416.0,19.013,0.0038100001,0.02049,136215424.0,0.02779
AWILCO LNG,NO0010607971,Oslo Bors,Compartment C,Norway,ALNG.OL,Oil & Gas Midstream,Energy,,-0.189,67.24,,5.729508,58.25,63790.0,463258752.0,NOK,628042368.0,0.12024,1.011,3.456973,0.61,0.06,22928000.0,0.173,187712992.0,55646000.0,0.405,0.03569,0.04889,50687000.0,-0.0068699997
AXACTOR ASA,NO0010840515,Oslo Bors,Compartment C,Norway,ACR.OL,Credit Services,Financial Services,,,,,,94.66667,482821.0,2574275584.0,NOK,3399549440.0,-0.49490002,1.159,7.351165,-2.77,0.09,46842000.0,0.156,892614016.0,136291008.0,0.464,0.00187,-0.17432,133217000.0,0.47425997
AYFIE INTERNATIONAL AS,NO0012861683,Euronext Growth Oslo,Euronext Growth,Norway,AIX.OL,Software - Application,Technology,,,,,,,18500.0,154573536.0,NOK,,0.0,,,-1.3,,,,,,,,,,0.0
AZ LEASING,IT0004812258,Euronext Access Paris,Euronext Access,Italy,MLAZL.PA,,,,,,,,,32.0,,EUR,,,,,,,,,,,,,,,
AZERION,NL00150006Z9,Euronext Amsterdam,Compartment B,Netherlands,AZRN.AS,Electronic Gaming & Multimedia,Communication Services,,-0.563,,,,44.833336,8157.0,164350928.0,EUR,387851072.0,-0.10045,0.412,3.264563,-0.48,0.03,75000000.0,0.614,291200000.0,559500032.0,4.541,0.0029,-0.79182,178600000.0,-0.04141
AZOREAN AQUATIC TECHNOLOGIES SA,PTAZR0AM0006,Euronext Access Paris,Euronext Access,Portugal,MLAAT.PA,Specialty Industrial Machinery,Industrials,,-0.175324,,,,,3210.0,,EUR,,0.0,,,,,,,,,,-0.0089300005,-0.078889996,,0.0
B&C SPEAKERS,IT0001268561,Euronext Milan,Compartment B,Italy,BEC.MI,Consumer Electronics,Technology,,0.571,5.56,3.15,10.843373,11.842106,3752.0,193118400.0,EUR,202373712.0,0.17854,5.302,3.3949454,1.66,1.52,11467213.0,1.045,16268061.0,102340304.0,9.306,0.14281,0.34043998,38802564.0,0.21615
B&S Group,LU1789205884,Euronext Amsterdam,Compartment B,Luxembourg,BSGR.AS,Conglomerates,Industrials,,1.173,3.22,,12.553192,9.21875,19358.0,496646048.0,EUR,845457216.0,0.01652,3.263,1.8081521,0.47,0.64,79080000.0,0.939,420519008.0,2417008896.0,28.713,0.05592,0.17398001,362084000.0,0.04309
B.F.,IT0005187460,Euronext Milan,Compartment B,Italy,BFG.MI,Farm Products,Consumer Defensive,,0.116,1.73,0.74,110.00001,47.31183,5082.0,1152285312.0,EUR,1569640960.0,0.00693,3.031,1.4516662,0.04,,284392992.0,1.086,458296992.0,1496189952.0,5.713,0.01242,0.01348,204999008.0,0.02388
B2 Impact ASA,NO0010633951,Oslo Bors,Compartment B,Norway,B2I.OL,Credit Services,Financial Services,,0.76,9.15,,19.52381,11.549295,134797.0,6043924480.0,NOK,15269926912.0,0.120170005,15.437,1.0623826,0.84,1.42,784000000.0,2.127,10010000384.0,2588000000.0,7.071,0.018,0.053740002,2026000000.0,0.24604
BAIKOWSKI,FR0013384369,Euronext Growth Paris,Euronext Growth,France,ALBKK.PA,Chemicals,Basic Materials,,0.356,1.46,,20.0,,127.0,75599120.0,EUR,83422968.0,0.07947,12.472,1.6516998,1.03,,5590000.0,1.523,13395000.0,47676000.0,12.991,0.0271,0.08646,30930000.0,0.059910003
BALTIC SEA PROPERTIES,NO0010810476,Euronext Growth Oslo,Euronext Growth,Norway,BALT.OL,Real Estate Services,Real Estate,,-0.308,3.64,,9.166667,,1696.0,477967040.0,NOK,1102706176.0,0.55579,69.444,0.79200506,6.0,,79064000.0,9.098,703803008.0,99732000.0,11.445,0.033770002,0.10265,99732000.0,0.71639
BALYO,FR0013258399,Euronext Paris,Compartment C,France,BALYO.PA,Specialty Industrial Machinery,Industrials,,1.747,,,,-2.0631578,3107.0,65663524.0,EUR,53552592.0,-0.45676,0.088,4.4545455,-0.21,-0.19,22621100.0,0.135,10673000.0,29114900.0,0.455,-0.14435,-10.16052,8961700.0,-0.24402
BANCA IFIS,IT0003188064,Euronext Milan,Compartment B,Italy,IF.MI,Banks - Regional,Financial Services,4.0,1.029,7.95,4.58,7.8440676,7.4166665,140663.0,1394129408.0,EUR,6976846848.0,0.24394,33.605,0.688588,2.95,3.12,439071008.0,7.228,5994659840.0,635747968.0,12.061,0.011419999,0.08859,635747968.0,0.37554002
BANCA MONTE PASCHI SIENA,IT0005508921,Euronext Milan,Compartment A,Italy,MPI0.MI,,,,,,,,,,,,,,,,,,,,,,,,,,
BANCA SISTEMA,IT0003173629,Euronext Milan,Compartment C,Italy,BST.MI,Banks - Regional,Financial Services,,1.288,4.04,,4.345,6.207143,215857.0,139771696.0,EUR,1049313280.0,0.25138,3.965,0.43833545,0.4,0.28,154492992.0,1.922,1048222976.0,134571008.0,1.674,0.00786,0.116569996,134571008.0,0.20536
BANIMMO A,BE0003870871,Euronext Brussels,Compartment C,Belgium,BANI.BR,Real Estate - Development,Real Estate,,0.292,,4.48,15.52381,3.835294,301.0,36674672.0,EUR,119874752.0,0.31847998,6.056,0.5383091,0.21,0.85,3685000.0,0.328,84753000.0,7338000.0,0.652,0.014730001,0.04303,8580000.0,0.74992996
BANQUP GROUP,BE0974371032,Euronext Brussels,Compartment C,Belgium,BANQ.BR,Software - Application,Technology,,1.288,,,,-21.77143,6061.0,144813520.0,EUR,172020608.0,0.85016,3.972,0.9592145,-1.39,,14525000.0,0.391,44316000.0,83550000.0,2.277,-0.06716,-0.45526,36394000.0,-0.64846003
BARBARA BUI,FR0000062788,Euronext Paris,Compartment C,France,BUI.PA,Apparel Manufacturing,Consumer Cyclical,,0.399,,,10.324324,,4.0,2520737.0,EUR,3337737.0,0.01987,1.876,2.0362473,0.37,,1820000.0,2.758,2637000.0,12382000.0,18.623,-0.00806,0.18642999,9234000.0,0.08708
BARCO,BE0974362940,Euronext Brussels,Compartment A,Belgium,BAR.BR,Electronic Components,Technology,4.0,1.112,3.67,2.6,15.965518,16.535715,30268.0,1167612928.0,EUR,1018862208.0,0.07994,8.055,1.7243948,0.87,0.84,271736000.0,3.143,89782000.0,966478976.0,11.107,0.041050002,0.108059995,394324000.0,0.05651
BASIC-FIT,NL0011872650,Euronext Amsterdam,Compartment A,Netherlands,BFIT.AS,Leisure,Consumer Cyclical,4.0,1.419,,,,21.206898,54054.0,1612165888.0,EUR,4471642624.0,-0.0031400002,5.996,4.1027355,-0.06,1.16,36700000.0,0.561,2900100096.0,1307699968.0,19.88,0.02076,-0.010249999,1045699968.0,0.08327
BASICNET,IT0001033700,Euronext Milan,Compartment B,Italy,BAN.MI,Apparel Retail,Consumer Cyclical,,0.399,2.47,2.67,92.71428,23.17857,29434.0,299500512.0,EUR,420103648.0,0.01708,6.47,1.0030912,0.07,0.28,65442000.0,1.417,148862000.0,340764000.0,7.43,0.0076599997,0.013839999,154004000.0,-0.14385
BASSAC,FR0004023208,Euronext Paris,Compartment B,France,BASS.PA,Real Estate - Development,Real Estate,,0.739,1.7,4.38,10.1204815,11.76,113.0,977973376.0,EUR,1218103168.0,0.06044,49.695,1.1832176,5.81,5.0,482633984.0,29.021,714124992.0,1505517056.0,90.386,0.040170003,0.114989996,306593984.0,0.07679
BASTIDE LE CONFORT,FR0000035370,Euronext Paris,Compartment B,France,BLC.PA,Medical Distribution,Healthcare,6.0,0.87,,0.9,23.836206,9.125413,4219.0,202850352.0,EUR,595950080.0,0.00316,10.261,2.6946692,1.16,3.03,31305000.0,4.222,420676000.0,540259968.0,72.375,0.04532,0.10457,364870016.0,0.09526
BASTOGI SPA,IT0004412497,Euronext Milan,Compartment C,Italy,B.MI,Specialty Business Services,Industrials,,0.372,1.1,,8.828571,,106753.0,68782160.0,EUR,250121984.0,0.109160006,0.317,1.9495267,0.07,,11676000.0,0.105,133491000.0,66670000.0,0.599,0.03041,0.07497,39558000.0,0.27297002
BCA POP SONDRIO,IT0000784196,Euronext Milan,Compartment A,Italy,BPSO.MI,Banks - Regional,Financial Services,6.0,1.222,6.33,2.25,8.835665,14.19663,1298192.0,5683083776.0,EUR,13610594304.0,0.41004002,9.624,1.3128637,1.43,0.89,2302661120.0,5.119,10230166528.0,1579344000.0,3.522,0.01143,0.15887,1579344000.0,0.60388
BCA PROFILO,IT0001073045,Euronext Milan,Compartment C,Italy,PRO.MI,Banks - Regional,Financial Services,,0.359,7.93,1.9,,,616280.0,106694336.0,EUR,1033617152.0,0.07125,0.238,0.67857146,-0.01,,431947008.0,0.654,1358909056.0,66736000.0,0.101,0.00189,0.02999,66136000.0,-0.10831001
BCO DESIO BRIANZA,IT0001041000,Euronext Milan,Compartment B,Italy,BDB.MI,Banks - Regional,Financial Services,3.0,0.857,6.05,3.91,8.483147,,135965.0,992636288.0,EUR,3991457792.0,0.21628,10.936,0.6903804,0.89,,690289984.0,5.218,3682909952.0,544860032.0,4.118,0.0062,0.08045,534232000.0,0.35509
BD MULTI MEDIA,FR0000035305,Euronext Growth Paris,Euronext Growth,France,ALTRA.PA,,,,,,,,,,,,,,,,,,,,,,,,,,
BEEWIZE,IT0001487047,Euronext Milan,Compartment C,Italy,IA6.MI,,,,,,,,,,,,,,,,,,,,,,,,,,
BEKAERT,BE0974258874,Euronext Brussels,Compartment A,Belgium,BK8N.BR,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLINI NAUTICA,IT0005497042,Euronext Growth Milan,Euronext Growth,Italy,BELL.MI,Recreational Vehicles,Consumer Cyclical,,0.13,,,,,26500.0,18436756.0,EUR,,-0.0062300004,,,-0.02,,548022.0,,5563152.0,20237972.0,,0.00676,-0.017070001,2735113.0,-0.0791
BELYSSE GROUP NV,BE0974314461,Euronext Brussels,Compartment C,Belgium,BALTAEUR.BR,,,,,,,,,,,,,,,,,,,,,,,,,,
BENETEAU,FR0000035164,Euronext Paris,Compartment B,France,BEN.PA,Recreational Vehicles,Consumer Cyclical,5.0,0.706,16.37,1.77,23.608107,12.302816,28461.0,705656064.0,EUR,659086528.0,0.08976,11.005,0.7937301,0.37,0.71,455961984.0,5.664,411943008.0,1034380032.0,12.826,0.025910001,0.03382,609523008.0,0.05486
Benfica SAD,PTSLB0AM0010,Euronext Lisbon,Compartment C,Portugal,SLBEN.LS,Entertainment,Communication Services,,0.336,,,,,19.0,124199992.0,EUR,319872000.0,0.18663,5.313,1.0126106,-1.36,,7155000.0,0.311,203287008.0,190675008.0,8.29,,,102842000.0,-0.48801997
BERGEN CARBON SOLUTIONS AS,NO0010950249,Euronext Growth Oslo,Euronext Growth,Norway,BCS.OL,Specialty Chemicals,Basic Materials,,0.705,,,,-4.5631065,57190.0,197259456.0,NOK,51172656.0,0.0,4.092,1.1485826,-1.37,-1.03,160035008.0,3.813,13948000.0,106000.0,0.003,-0.15503,-0.28672,-451000.0,-526.2547
BERGENBIO,NO0013251173,Oslo Bors,Compartment C,Norway,BGBIO.OL,Biotechnology,Healthcare,,1.203,,,,-0.19657534,145934.0,44871992.0,NOK,-94022992.0,0.0,3.139,0.36572158,-3.95,-5.84,140155008.0,3.586,1260000.0,848000.0,0.024,-0.57262003,-1.1134601,848000.0,-49.22614
BERNARD LOISEAU,FR0000066961,Euronext Growth Paris,Euronext Growth,France,ALDBL.PA,Restaurants,Consumer Cyclical,,0.105,,,3.2427185,,158.0,6026228.0,EUR,11192235.0,0.23462,2.569,1.3001168,1.03,,1538000.0,0.852,6704000.0,8060000.0,4.429,0.0023999999,0.51122004,679000.0,0.08961
BERTOLOTTI,IT0005585127,Euronext Growth Milan,Euronext Growth,Italy,TRAIN.MI,,,,,,,,,,,,,,,,,,,,,,,,,,
BESTBE HOLDING,IT0005611642,Euronext Milan,Compartment C,Italy,BES.MI,Asset Management,Financial Services,,0.729,,,,,25680.0,523096.0,EUR,1972610.0,0.0,-0.428,-0.15303738,-0.63,,127423.0,0.044,1909881.0,416728.0,0.124,-0.93696,,-607870.0,-76.87539
BEVER HOLDING Gewone aandelen,NL0000285278,Euronext Amsterdam,Compartment C,Netherlands,BEVER.AS,Real Estate - Development,Real Estate,,-0.402,,,,,100.0,56289800.0,EUR,20659138.0,0.0,4.459,0.62794346,-0.3,,27139000.0,1.591,37000.0,2000.0,0.0,-0.01652,-0.06546,-98000.0,-781.5
BEWI,NO0010890965,Oslo Bors,Compartment B,Norway,BEWI.OL,Packaging & Containers,Consumer Cyclical,,0.882,,,,179.61539,34161.0,4476708864.0,NOK,5051515392.0,-0.03961,1.862,12.540279,-2.51,0.13,30300000.0,0.158,592200000.0,777500032.0,4.055,0.0036300002,-0.095740005,431500000.0,-0.013839999
BFF BANK,IT0005244402,Euronext Milan,Compartment A,Italy,BFF.MI,Credit Services,Financial Services,4.0,0.799,13.05,,17.921875,9.401639,330864.0,2161991936.0,EUR,2017907584.0,0.32334,4.666,2.4582083,0.64,1.22,748185024.0,3.981,610558016.0,384460992.0,2.602,0.0098,0.14142,350588000.0,0.44946
BIEN SPAREBANK ASA,NO0012706763,Oslo Bors,Compartment C,Norway,BIEN.OL,Banks - Regional,Financial Services,,-0.496,3.66,,13.851993,14.455445,65.0,829309184.0,NOK,1127322880.0,0.38998002,120.022,1.2164437,10.54,10.1,990340992.0,174.35,1288354944.0,159258000.0,28.037,0.011109999,0.087869994,159258000.0,0.58989
BIESSE,IT0003097257,Euronext Milan,Compartment B,Italy,BSS.MI,Specialty Industrial Machinery,Industrials,6.0,1.377,0.53,2.43,,9.894737,36017.0,204681616.0,EUR,311182496.0,-0.010650001,9.611,0.7824368,-0.26,0.76,47123000.0,1.72,152238000.0,681785024.0,27.541,-0.0047999998,-0.02856,401705984.0,0.0036199999
BIGBEN INTERACTIVE,FR0000074072,Euronext Paris,Compartment C,France,BIG.PA,Consumer Electronics,Technology,10.0,0.728,,,134.6,2.4472725,44328.0,25342084.0,EUR,,-0.00104,11.91,0.11301427,0.01,0.55,,,,288000000.0,,,,147400000.0,-0.0072600003
BILENDI,FR0004174233,Euronext Growth Paris,Euronext Growth,France,ALBLD.PA,Advertising Agencies,Communication Services,,0.761,,,21.595743,13.533333,2136.0,95011304.0,EUR,90183400.0,0.06931,8.829,2.2992408,0.94,1.5,15551603.0,3.399,11267072.0,64387032.0,14.079,0.05588,0.117089994,19009656.0,0.14034
